age,cost_of_ad,device_type,gender,in_initial_launch_location,income,n_drivers,n_vehicles,prior_ins_tenure,is_male,device_type_num,outcome
22,0.003792023239798562,other,M,1,53823,2,3,3,1,4,0
46,0.004855792744231032,other,F,0,48541,2,1,12,0,4,0
37,0.005187385925305278,Android,F,0,59142,2,1,0,0,0,0
35,0.004324219424603311,desktop,M,1,54692,2,2,2,1,1,1
44,0.004651390502105897,laptop,F,1,72948,2,2,3,0,3,0
42,0.0034856169676119324,desktop,M,1,52418,2,3,12,1,1,0
48,0.00522949026132428,iPhone,M,1,51776,1,1,6,1,2,0
45,0.004955126374937164,Android,F,0,75423,1,2,13,0,0,0
56,0.006506103432607529,iPhone,F,0,94931,1,3,15,0,2,0
46,0.004846565670740985,Android,F,1,47798,1,2,9,0,0,0
26,0.0062732812337581234,iPhone,F,0,52837,1,1,5,0,2,0
59,0.005342390441360652,iPhone,M,0,73664,1,2,0,1,2,0
35,0.004816698015497216,Android,F,1,49300,2,2,4,0,0,0
59,0.004151457117254601,desktop,M,1,83525,1,3,21,1,1,0
54,0.004180594745614656,other,M,1,72119,1,2,10,1,4,0
33,0.006729687044745495,iPhone,F,1,48748,2,3,8,0,2,0
54,0.006299426272711989,iPhone,F,1,73372,2,3,15,0,2,0
42,0.0037631670496355734,laptop,M,1,54446,1,2,13,1,3,0
30,0.004481135857804,laptop,F,1,66585,2,3,2,0,3,0
22,0.004442253511512901,laptop,F,1,27852,2,1,2,0,3,0
30,0.00415121388821141,Android,M,1,60393,2,2,4,1,0,0
46,0.003989838504629997,other,M,0,71013,1,3,3,1,4,0
42,0.006812845123310543,iPhone,F,0,79316,1,1,6,0,2,0
45,0.0047634140717573385,desktop,F,0,56588,1,2,5,0,1,0
19,0.005475210905697712,iPhone,M,0,51084,2,2,0,1,2,0
21,0.004593316420053461,other,F,0,52286,2,3,1,0,4,0
18,0.0038567481416771103,desktop,M,0,19174,2,3,0,1,1,0
56,0.00406333647868537,Android,M,0,81136,2,1,3,1,0,0
35,0.003946369918615502,Android,M,0,69097,1,1,7,1,0,0
37,0.004534883508891497,Android,F,1,49348,1,3,5,0,0,0
41,0.0064996928347992415,iPhone,F,0,42436,1,1,11,0,2,0
26,0.003883134777311883,other,,0,61044,1,2,2,0,4,0
54,0.004984314288945897,desktop,F,0,81313,1,3,3,0,1,0
23,0.005150871456426863,iPhone,,1,42733,1,2,0,0,2,0
22,0.003334012552684248,other,M,1,40527,1,3,0,1,4,0
22,0.004923436750246258,Android,F,1,45456,1,1,1,0,0,0
34,0.004842737999057393,iPhone,M,0,49368,2,1,5,1,2,0
58,0.006803563616898479,iPhone,F,0,62918,2,1,16,0,2,0
22,0.0032700801958129473,other,M,1,52426,1,3,2,1,4,0
27,0.00436499847033058,Android,F,0,34595,2,2,5,0,0,1
18,0.0040584755373974735,Android,M,0,35583,1,1,1,1,0,1
21,0.0044818330907501905,desktop,F,1,50919,1,2,1,0,1,1
40,0.004381569170523189,desktop,M,1,43843,1,2,11,1,1,0
26,0.004039164294590047,laptop,M,0,50887,2,2,1,1,3,0
55,0.004990687880262527,other,F,0,81953,1,3,3,0,4,0
20,0.004923773543275984,desktop,F,1,57791,2,3,2,0,1,0
30,0.004963710643919524,other,F,1,52659,1,3,7,0,4,0
57,0.004421871151446067,desktop,M,1,87755,1,1,16,1,1,0
26,0.006266929332187075,iPhone,F,0,29299,2,2,2,0,2,0
51,0.004958098585665374,desktop,F,1,88554,1,2,14,0,1,0
47,0.00488233854767555,other,F,1,73439,1,2,3,0,4,0
51,0.005460355129993366,laptop,F,0,80898,2,1,6,0,3,0
39,0.004863133681093589,Android,F,0,78318,2,1,9,0,0,0
58,0.0035821969477933427,desktop,M,1,72532,2,3,21,1,1,0
38,0.003520449187322249,desktop,M,1,70271,2,3,2,1,1,0
42,0.006135589504368946,iPhone,F,0,67748,1,2,13,0,2,0
28,0.003403219190330395,desktop,,1,66588,2,1,6,0,1,0
44,0.003993226328904243,other,M,1,47183,1,3,8,1,4,0
43,0.004533553961123568,laptop,F,1,51413,1,3,11,0,3,0
58,0.003977869996455263,other,M,1,75930,2,3,7,1,4,0
37,0.005168913134955424,iPhone,M,1,70573,1,2,9,1,2,0
60,0.006786611297319036,iPhone,F,1,79043,1,3,19,0,2,0
59,0.004300352727140525,laptop,M,0,80127,1,3,20,1,3,0
38,0.0039027299862092026,laptop,M,1,38836,2,3,6,1,3,0
17,0.004153532393624005,desktop,M,1,27547,1,1,0,1,1,1
59,0.004948682437345581,Android,F,1,61117,1,1,17,0,0,0
44,0.004224307172870886,laptop,M,0,77483,1,3,3,1,3,0
60,0.004565833213568662,other,M,1,80490,1,3,13,1,4,0
19,0.006601486377073739,iPhone,F,0,33781,2,3,1,0,2,0
57,0.006053453323562882,iPhone,M,1,68627,1,3,14,1,2,0
20,0.0037565986205953333,other,M,0,38291,1,1,1,1,4,0
24,0.0042799405893214305,desktop,F,0,34145,2,3,3,0,1,0
36,0.003432880795479055,other,M,0,59467,2,3,8,1,4,0
36,0.0038970359525339086,laptop,M,0,71591,1,1,6,1,3,0
21,0.004428445285784515,Android,F,1,40239,1,1,1,0,0,0
55,0.004454496458487693,desktop,M,1,70751,1,3,14,1,1,0
55,0.005090237312942562,other,F,0,71815,2,1,12,0,4,0
34,0.003383851660910502,laptop,M,0,65903,2,3,7,1,3,0
57,0.0035773305862168456,desktop,M,0,91944,1,2,17,1,1,0
20,0.004028748670985869,other,M,0,55242,1,3,0,1,4,0
43,0.004467886314746148,desktop,F,0,64739,1,3,11,0,1,0
20,0.004110986574431121,laptop,M,0,34918,2,1,2,1,3,0
42,0.004093298732327713,other,M,1,67526,2,2,0,1,4,0
50,0.004428047750166334,laptop,M,0,73442,1,3,2,1,3,0
22,0.004601413574480364,laptop,F,1,50683,2,3,2,0,3,0
58,0.004376770437043045,laptop,M,0,83624,1,2,4,1,3,0
50,0.0053747669276227785,Android,F,1,86275,1,3,0,0,0,0
25,0.0037975254501922385,laptop,M,0,60202,1,1,3,1,3,0
21,0.004852455117113549,iPhone,M,1,54590,2,1,2,1,2,0
27,0.0066222511277674746,iPhone,F,0,64178,2,3,1,0,2,0
51,0.003707417592447916,Android,M,1,57435,1,3,8,1,0,0
53,0.006649515777154334,iPhone,F,1,71686,2,2,3,0,2,0
28,0.004973458129347637,Android,F,1,48032,2,2,5,0,0,0
25,0.005535660112064524,iPhone,M,1,41133,2,2,2,1,2,0
57,0.006515357973566217,iPhone,F,1,87333,2,2,15,0,2,0
35,0.005708713655370799,iPhone,M,1,53390,1,3,1,1,2,0
24,0.005052642399831791,desktop,F,0,26044,1,2,4,0,1,0
53,0.005423985934546055,desktop,F,1,88616,1,3,8,0,1,0
50,0.005233226827212901,Android,F,1,88640,1,3,7,0,0,0
34,0.005002678489378696,other,F,0,34694,1,2,8,0,4,0
55,0.004498711831612979,other,M,0,92116,1,3,5,1,4,0
58,0.0038117499076043156,Android,M,0,89958,2,3,7,1,0,0
32,0.0062896742290102095,iPhone,F,1,57434,1,1,5,0,2,0
45,0.005284872266217393,desktop,F,0,62923,2,1,10,0,1,0
32,0.004571586410226887,Android,F,0,65860,2,2,1,0,0,0
30,0.0041820342431885624,other,M,1,62888,2,2,0,1,4,0
44,0.004626905675808767,laptop,F,0,53846,1,1,3,0,3,0
39,0.004871516649389486,other,F,0,46427,1,3,11,0,4,0
46,0.004587885114949096,other,F,1,48827,1,1,7,0,4,0
53,0.0047882596460167084,laptop,F,0,63901,1,1,1,0,3,0
27,0.004876525897925911,Android,F,1,56438,1,3,1,0,0,0
46,0.004280453180130497,other,M,1,84184,1,1,4,1,4,0
27,0.0034998137871787797,other,M,1,31511,2,1,4,1,4,0
40,0.006726514185589264,iPhone,F,0,67511,1,1,8,0,2,0
54,0.00404332920813846,laptop,M,0,88827,2,1,1,1,3,0
23,0.0037520442296615545,laptop,M,0,51278,1,2,0,1,3,0
39,0.005479048086141206,iPhone,M,0,61971,2,3,6,1,2,0
60,0.0038832666680089557,Android,M,0,65493,1,2,7,1,0,0
50,0.0040197618455230745,desktop,M,1,57722,1,2,16,1,1,0
40,0.00482607158907932,other,F,0,50143,2,3,1,0,4,0
53,0.0052849719006098335,laptop,F,1,79047,2,2,8,0,3,0
42,0.0054085082640249514,laptop,F,1,58631,2,1,7,0,3,0
52,0.006803109260345335,iPhone,F,1,81268,2,3,7,0,2,0
26,0.004420738009133217,Android,F,0,29411,2,1,4,0,0,0
56,0.003624080456369311,other,M,0,61776,1,1,13,1,4,1
30,0.004357463034583001,other,F,1,69155,1,1,4,0,4,0
27,0.005803609351396257,iPhone,F,1,39762,1,2,2,0,2,0
54,0.0055156459009456996,desktop,F,0,54018,1,3,7,0,1,0
21,0.004727742700989295,other,F,1,34127,2,2,2,0,4,0
20,0.00516328766506549,laptop,F,0,42772,2,3,1,0,3,0
33,0.0045050347868139645,other,F,0,50111,1,3,0,0,4,0
48,0.004282942242572358,laptop,M,0,55668,1,3,10,1,3,0
32,0.004077473285046673,other,M,1,47943,2,3,7,1,4,0
45,0.004832673245919211,other,F,1,49427,1,3,4,0,4,0
30,0.004548257609362077,Android,F,0,47258,2,2,0,0,0,0
21,0.004523872779559627,desktop,F,1,52231,2,3,0,0,1,0
29,0.004162742498408298,other,M,1,44863,1,1,1,1,4,0
29,0.0034098784926547714,laptop,M,0,35991,1,1,1,1,3,0
21,0.003830667474831767,laptop,M,1,45326,1,3,1,1,3,0
47,0.005220169385795781,laptop,F,1,61555,1,2,12,0,3,0
24,0.0035872889616617334,other,M,0,56930,2,3,0,1,4,0
59,0.00460181997861045,laptop,F,0,59551,1,2,10,0,3,0
29,0.00447715244195285,Android,F,1,46019,1,3,4,0,0,0
32,0.004818770016610197,laptop,F,0,44052,2,2,5,0,3,0
29,0.004469889228726996,Android,F,1,58538,2,3,2,0,0,0
24,0.005936063214136986,iPhone,F,0,48961,2,1,3,0,2,0
25,0.0047839825877589014,other,F,1,58882,1,1,1,0,4,0
36,0.0034589747992943465,laptop,M,1,62109,2,2,0,1,3,1
26,0.004004593220462326,other,,0,55481,2,1,0,0,4,0
32,0.004671090489829843,Android,F,1,39945,2,2,6,0,0,0
59,0.004077493744304362,Android,M,0,92452,1,3,10,1,0,0
44,0.004080580652711668,other,,0,54982,2,2,2,0,4,0
37,0.004598217939387874,desktop,F,1,59519,2,3,2,0,1,0
36,0.0051409740369230995,laptop,F,1,65156,2,3,4,0,3,0
39,0.006552022547808639,iPhone,F,1,54376,1,2,2,0,2,0
60,0.004536793661703847,other,M,0,64180,1,1,3,1,4,0
46,0.005078102171683866,laptop,F,0,63200,2,1,3,0,3,0
21,0.004841277110626864,iPhone,M,1,29284,1,2,1,1,2,0
26,0.00419485757166456,Android,M,0,61427,2,1,3,1,0,0
51,0.0039449773714204115,laptop,M,1,87961,1,1,14,1,3,0
56,0.0038678681853844474,laptop,M,1,84957,2,2,2,1,3,0
42,0.0037638849172499946,desktop,M,1,50932,2,1,8,1,1,0
46,0.005257964776254614,other,F,0,74209,2,3,0,0,4,0
54,0.005434752079620184,iPhone,M,0,82646,2,1,17,1,2,0
26,0.004776610061858135,Android,F,1,41699,1,2,3,0,0,0
55,0.0036866240329265247,other,M,1,66954,2,2,2,1,4,0
23,0.004550643723155524,Android,F,1,35306,2,3,3,0,0,0
25,0.004875039202833146,iPhone,M,0,42641,1,3,2,1,2,0
44,0.0052819128538686266,iPhone,M,0,58233,1,1,7,1,2,0
35,0.0044060383444018926,desktop,F,1,44574,2,2,1,0,1,0
41,0.005738252047394332,iPhone,M,0,66007,2,3,4,1,2,0
23,0.005465322779200941,iPhone,M,0,53201,2,2,1,1,2,0
22,0.003964724578689195,Android,M,0,24764,2,2,1,1,0,0
51,0.004373657665749601,Android,M,0,54413,2,2,11,1,0,0
29,0.0038746968600127814,Android,M,0,47094,2,1,1,1,0,0
41,0.003564991942431023,laptop,M,0,80073,1,1,11,1,3,0
21,0.004269775131609423,desktop,F,0,24935,2,1,1,0,1,0
57,0.007051675710963834,iPhone,F,0,77757,1,3,7,0,2,0
57,0.0038206962411006023,desktop,M,1,65829,1,2,11,1,1,0
18,0.003746701733966371,laptop,M,1,30437,2,3,1,1,3,0
50,0.0035688765833611596,Android,M,1,60508,2,2,17,1,0,1
25,0.005025917907342509,laptop,F,1,25047,2,2,3,0,3,0
48,0.004800694094307747,desktop,F,1,63649,1,3,11,0,1,0
20,0.004522600039912794,laptop,F,1,38555,2,1,2,0,3,0
57,0.0037486388000361084,laptop,M,1,65504,1,1,1,1,3,0
18,0.005321751668127623,iPhone,M,0,55421,2,1,0,1,2,1
40,0.0051178451945697815,desktop,F,1,79711,2,3,3,0,1,0
16,0.004718019889470022,desktop,F,0,39653,2,3,0,0,1,0
42,0.005154300338256271,laptop,F,1,44664,1,3,8,0,3,0
35,0.003539460413106676,desktop,M,0,60253,1,1,8,1,1,0
49,0.005256283420016053,laptop,F,0,55914,1,3,13,0,3,0
52,0.004069965466570535,other,M,1,63822,2,3,5,1,4,0
48,0.004382484970652722,laptop,M,1,71089,1,3,14,1,3,0
51,0.004055626239582361,other,M,1,87906,2,2,7,1,4,0
40,0.005382956471178548,other,F,1,42271,2,2,0,0,4,0
54,0.003754822812793556,Android,M,0,68541,1,3,9,1,0,0
36,0.004285922450211733,laptop,M,0,73399,2,3,8,1,3,0
25,0.004617082893026064,Android,F,0,42366,2,1,1,0,0,0
53,0.00509906493692012,Android,F,0,79201,2,1,18,0,0,0
29,0.005109515264836368,other,F,0,66763,2,3,3,0,4,0
22,0.005099792502650184,desktop,F,1,44801,2,1,2,0,1,1
43,0.003484127948766823,laptop,M,1,68066,1,1,10,1,3,0
49,0.0035405198141458274,Android,M,0,59039,1,2,7,1,0,0
41,0.006058012400658347,iPhone,F,1,66842,1,3,4,0,2,0
37,0.004768527037365907,laptop,F,0,42575,1,2,4,0,3,0
43,0.004082248438979169,laptop,M,0,68907,2,1,7,1,3,0
28,0.0043695946481267355,Android,F,0,65749,1,1,2,0,0,0
58,0.004173877149041071,Android,M,1,80578,2,2,10,1,0,0
17,0.003214877550931373,laptop,M,1,45866,2,1,0,1,3,0
30,0.006043048309899426,iPhone,F,0,33574,2,3,1,0,2,0
55,0.005021190303733558,Android,F,0,84495,1,2,9,0,0,0
37,0.005418800054811138,iPhone,M,0,53951,1,3,8,1,2,0
55,0.00480545634456217,other,F,0,57849,1,3,16,0,4,0
19,0.00457864514723698,desktop,F,1,23364,2,1,0,0,1,0
33,0.0038385403321430974,Android,M,1,57949,1,1,3,1,0,1
22,0.005646349973026434,iPhone,M,1,58745,1,2,3,1,2,0
17,0.004188372225364893,Android,F,0,27289,2,1,0,0,0,0
59,0.005715792363715764,iPhone,M,1,63063,2,2,8,1,2,0
40,0.0065569317589496134,iPhone,F,0,65745,2,3,5,0,2,0
21,0.0046364649970124456,other,F,1,31010,1,3,2,0,4,0
35,0.005534048636258431,iPhone,M,1,70478,1,2,9,1,2,0
28,0.005197112120673418,other,F,0,65017,1,2,5,0,4,0
36,0.005625435012569185,iPhone,M,0,37932,1,3,2,1,2,0
42,0.0045267714328434015,Android,F,1,54316,2,2,12,0,0,0
27,0.0038663606926216372,laptop,M,0,42133,2,3,4,1,3,0
30,0.0034839764777729616,other,M,0,54507,1,2,7,1,4,0
40,0.005308589160178146,iPhone,M,1,42112,1,2,3,1,2,0
16,0.006587103206177794,iPhone,F,1,27604,1,2,0,0,2,0
44,0.005216214719130294,other,F,1,70533,2,3,6,0,4,0
54,0.005076159385183682,other,F,1,92915,2,3,18,0,4,0
57,0.005088702652587512,other,F,0,73103,1,3,1,0,4,0
41,0.0037011793622341296,laptop,,0,53442,2,3,0,0,3,0
41,0.00659995295850165,iPhone,F,1,44574,2,2,4,0,2,0
25,0.00402873114187604,desktop,M,1,36781,2,3,0,1,1,0
60,0.004053680735754336,Android,M,0,71722,2,2,0,1,0,0
28,0.0033711912405056128,Android,M,1,36096,2,1,5,1,0,0
44,0.004990345885609142,laptop,F,1,68817,2,1,2,0,3,0
18,0.006099581691235766,iPhone,F,0,21362,1,2,0,0,2,0
35,0.003972560327987342,desktop,M,1,35231,1,2,3,1,1,0
32,0.004202702920537194,other,M,0,71844,2,2,0,1,4,0
31,0.003911216566563413,other,M,0,36203,2,3,7,1,4,0
16,0.0033448399873693,laptop,,0,19205,2,3,0,0,3,0
19,0.004110384698269536,desktop,M,1,40699,1,1,1,1,1,0
19,0.005439334809027361,iPhone,M,0,48841,1,2,0,1,2,0
39,0.0051484419878372835,Android,F,0,43434,2,1,6,0,0,0
51,0.006537052733404621,iPhone,F,0,72575,2,2,8,0,2,0
49,0.00521972851976268,laptop,F,0,86445,1,3,3,0,3,0
56,0.004085391225331595,other,M,0,73017,2,2,10,1,4,0
55,0.00435798035994103,laptop,,1,87276,2,1,15,0,3,0
55,0.005514885634373581,iPhone,M,0,56571,2,3,3,1,2,0
23,0.003790415504917827,other,M,0,45914,2,3,2,1,4,0
56,0.003860283994575513,Android,M,0,76170,1,1,2,1,0,0
51,0.005125993342996484,Android,F,1,88284,1,1,12,0,0,1
17,0.003815652220664575,Android,M,0,19330,2,1,0,1,0,0
46,0.0053877899767651016,laptop,F,0,73128,2,3,14,0,3,0
19,0.0037673976421765485,laptop,M,1,32648,2,3,0,1,3,0
37,0.0049965108476152514,Android,F,1,61591,1,1,5,0,0,1
26,0.003531497416599613,Android,M,1,28072,1,1,5,1,0,0
21,0.004512318298630511,other,F,1,55412,2,1,0,0,4,0
23,0.004134955800623107,desktop,M,1,54631,1,1,0,1,1,0
25,0.005019481397210054,laptop,F,0,34390,2,2,2,0,3,0
22,0.0035309813178504806,other,M,0,22269,1,1,0,1,4,0
18,0.0037575598344094592,desktop,M,0,19473,2,2,1,1,1,0
35,0.005169149790501499,iPhone,M,0,69883,1,2,4,1,2,0
44,0.006898298054508454,iPhone,F,0,44999,1,2,1,0,2,0
51,0.004453277818742049,laptop,M,0,60277,2,1,8,1,3,1
34,0.004783647638341234,Android,F,0,69427,1,1,5,0,0,1
24,0.0036664657452100276,desktop,M,0,29643,1,2,0,1,1,0
27,0.004348545607430352,Android,F,1,61962,2,3,1,0,0,0
45,0.0049205458747721776,desktop,F,0,75500,2,1,4,0,1,0
30,0.00508877870634788,Android,F,0,51648,2,3,2,0,0,0
36,0.003838652085820151,desktop,M,1,59032,1,2,1,1,1,0
26,0.0035858697282981117,laptop,M,1,33011,1,2,3,1,3,0
57,0.005190874838856541,other,F,0,72635,2,2,13,0,4,0
51,0.004941148497643426,desktop,F,0,89729,2,2,6,0,1,0
43,0.00576674819384985,iPhone,M,1,80630,1,3,11,1,2,0
23,0.004299607634829426,other,F,1,49594,1,2,2,0,4,0
22,0.005107261536574124,desktop,F,1,31104,2,2,1,0,1,0
56,0.004175572166278447,other,M,0,81557,1,1,9,1,4,1
44,0.0043585016225526725,Android,M,0,63958,2,1,12,1,0,1
43,0.004282505179451291,laptop,M,1,51359,1,1,6,1,3,0
19,0.0050512478396461105,desktop,F,1,26189,1,3,1,0,1,0
17,0.003605190048404923,Android,M,0,42006,2,2,0,1,0,0
29,0.006629962686726715,iPhone,F,0,52611,1,2,3,0,2,0
25,0.004893995886455024,iPhone,M,1,26029,1,3,0,1,2,0
47,0.005900311012459578,iPhone,M,1,86611,1,1,14,1,2,0
55,0.0037757409184112477,laptop,M,0,78285,2,2,12,1,3,0
43,0.005856564451651024,iPhone,M,0,69924,2,3,4,1,2,0
52,0.0041002687814945945,laptop,M,1,59416,1,1,11,1,3,0
60,0.0054899154783045545,other,F,0,94298,2,1,2,0,4,0
21,0.005113585272606806,laptop,F,0,24458,1,2,1,0,3,1
50,0.0038529145416660703,laptop,M,0,77591,2,2,10,1,3,0
34,0.004401417763153464,laptop,F,1,51068,1,1,9,0,3,0
46,0.004944760188181029,Android,F,0,64796,1,3,0,0,0,0
24,0.006597858384079901,iPhone,F,0,42036,2,2,2,0,2,0
16,0.004967840691323574,laptop,F,0,40233,1,3,0,0,3,0
32,0.004287345633693563,laptop,M,0,37531,1,2,5,1,3,0
54,0.004750856747461538,other,F,0,64963,2,2,14,0,4,0
38,0.004778744802744925,desktop,F,0,68409,2,3,2,0,1,0
35,0.0034951498309555807,other,M,1,52211,1,3,7,1,4,0
43,0.003527364320737959,other,M,0,45688,2,2,8,1,4,0
50,0.00475534391890722,Android,F,1,56440,2,2,8,0,0,0
53,0.004207718160229015,laptop,M,1,75112,1,2,16,1,3,0
27,0.003367698759475829,desktop,M,1,53951,1,3,0,1,1,0
22,0.0032437004728570373,Android,M,1,24230,1,2,1,1,0,0
21,0.0032963863740596237,laptop,,0,28862,1,3,0,0,3,0
54,0.005006955577287658,desktop,F,0,73304,1,2,8,0,1,0
20,0.003477287481554642,Android,M,1,24849,2,2,0,1,0,1
19,0.0036305748327776677,desktop,M,1,30660,2,2,1,1,1,1
47,0.006510632156794573,iPhone,F,0,56428,2,3,3,0,2,0
43,0.0035029195033789598,other,M,0,45284,1,3,1,1,4,0
52,0.005184605836499361,other,F,1,54479,1,2,0,0,4,0
33,0.004037605652063422,other,M,0,66776,2,3,0,1,4,0
47,0.0038544238739770306,desktop,M,1,47216,2,2,7,1,1,0
60,0.005232272526599585,Android,F,1,63617,2,1,12,0,0,1
57,0.004746618304509487,desktop,F,0,70311,2,2,9,0,1,0
18,0.003666503542101849,Android,M,1,41544,1,3,0,1,0,0
56,0.005779739034744975,iPhone,M,1,57662,1,3,6,1,2,0
53,0.0040639400467645664,desktop,M,0,85747,2,2,9,1,1,0
44,0.004845507855997883,desktop,F,0,46805,2,1,12,0,1,0
29,0.0040254597236334564,laptop,M,1,31416,1,3,0,1,3,0
47,0.005602661454751775,iPhone,M,0,58288,1,2,0,1,2,0
35,0.00384714349653555,laptop,M,0,42482,1,2,1,1,3,0
55,0.004670802439569334,other,F,0,76249,1,1,12,0,4,0
59,0.0046532218876536606,desktop,F,0,80987,1,2,5,0,1,0
33,0.004573644609493581,Android,F,0,61748,1,2,2,0,0,0
53,0.0044096269408387505,laptop,M,0,54024,1,1,5,1,3,0
21,0.0049035035273984956,desktop,F,0,48277,1,1,1,0,1,0
46,0.004699253758922888,Android,F,0,73002,1,1,14,0,0,0
27,0.004617853566846145,other,F,0,46739,1,3,0,0,4,0
16,0.003667540756607623,laptop,M,0,51371,1,1,0,1,3,0
45,0.006635243754415078,iPhone,F,0,54779,1,2,12,0,2,0
46,0.004669589752813218,desktop,F,1,64681,1,1,11,0,1,0
32,0.0034958876082155526,desktop,M,1,67216,2,3,0,1,1,0
17,0.0047497617757765375,desktop,F,1,55843,1,3,0,0,1,1
42,0.006018064133801448,iPhone,F,0,56927,2,3,5,0,2,0
42,0.0034743393559045262,desktop,M,0,73746,1,2,9,1,1,0
43,0.005387740193008045,iPhone,M,0,51939,2,1,5,1,2,0
28,0.0033396517196342657,Android,M,1,65268,1,2,0,1,0,0
24,0.004126408971959066,other,M,0,38408,2,2,2,1,4,0
54,0.004951696142382725,laptop,F,0,59667,1,3,7,0,3,0
49,0.0052261788591191054,other,F,1,77056,2,1,0,0,4,0
31,0.0042082517943164525,laptop,M,0,68598,2,2,2,1,3,0
42,0.0038143201562707823,laptop,M,0,76807,2,1,6,1,3,0
60,0.006793159839002685,iPhone,F,0,60814,2,2,17,0,2,0
42,0.00443593016445475,Android,F,0,47946,2,1,10,0,0,0
58,0.005043760642497502,laptop,F,1,87808,2,1,0,0,3,0
24,0.00362487926791187,other,,1,28633,2,1,0,0,4,0
60,0.005175229367572655,Android,F,1,95549,1,3,8,0,0,0
29,0.004177977905955632,desktop,M,0,52854,2,3,5,1,1,1
23,0.0034052674031866542,laptop,M,1,47014,2,2,2,1,3,0
51,0.006123557678826439,iPhone,F,0,86365,1,3,7,0,2,0
46,0.00414022673892177,Android,M,0,79001,1,3,8,1,0,0
33,0.003856682599109112,Android,M,0,65863,2,1,7,1,0,1
23,0.004418353582411284,other,F,1,27300,2,3,2,0,4,0
45,0.005114766216843893,iPhone,M,0,52167,2,1,1,1,2,1
23,0.006146536658775618,iPhone,F,0,42213,1,2,0,0,2,0
59,0.0038815167971630446,other,M,0,60407,2,2,20,1,4,0
20,0.004686148391614536,other,F,0,41384,2,1,1,0,4,0
58,0.004369267705828007,laptop,M,1,69254,2,2,9,1,3,0
30,0.004755926537187501,desktop,F,1,48637,2,2,5,0,1,0
26,0.005921254713221679,iPhone,F,0,36058,2,3,5,0,2,0
23,0.003435155361909324,other,M,0,35091,1,2,2,1,4,0
18,0.0034815597695223243,Android,M,1,52972,1,2,0,1,0,0
17,0.004140150163311474,other,M,1,17281,1,2,0,1,4,0
50,0.004228543787500864,other,M,1,87043,2,3,4,1,4,0
44,0.003556876097828762,other,M,1,80107,1,3,2,1,4,0
17,0.003225033636153871,other,M,1,38388,1,3,0,1,4,0
57,0.004108412294160212,Android,M,0,62478,1,3,0,1,0,0
44,0.006545077821847467,iPhone,F,0,83529,2,3,5,0,2,0
19,0.004202190791105109,other,F,1,43433,1,2,1,0,4,0
38,0.005121527676527181,laptop,F,1,67112,2,2,3,0,3,0
42,0.004017935707018361,other,M,1,80481,1,2,2,1,4,0
25,0.005006114053545687,laptop,F,0,63710,2,2,0,0,3,0
21,0.004920247006773326,other,F,0,51285,2,2,2,0,4,0
24,0.005062799219386641,Android,F,0,26767,2,1,3,0,0,0
35,0.00611267702356107,iPhone,F,1,45094,2,2,0,0,2,0
56,0.004588442584867437,other,F,1,72039,2,1,15,0,4,0
33,0.003957996047481245,laptop,M,1,49902,2,1,6,1,3,0
46,0.0037796811114329393,Android,M,0,55577,1,2,1,1,0,0
60,0.005236247135043923,desktop,F,0,87493,1,2,11,0,1,0
38,0.0035738148347023314,laptop,,0,71676,2,2,1,0,3,0
56,0.0038314589736271184,laptop,M,0,75731,1,1,10,1,3,0
60,0.005381417760051893,iPhone,M,1,93958,2,1,4,1,2,1
47,0.004691113501724404,desktop,F,1,79989,1,2,4,0,1,0
28,0.005203409752677227,desktop,F,0,36600,2,2,6,0,1,0
46,0.0056698948829225024,iPhone,M,1,57285,2,2,10,1,2,1
17,0.0048798410064743334,iPhone,M,0,25214,1,1,0,1,2,0
21,0.004252516940804951,desktop,F,1,49262,1,3,1,0,1,0
22,0.004286247361165626,other,F,0,24836,1,3,2,0,4,0
58,0.004764781824578349,laptop,F,0,71108,1,1,18,0,3,0
38,0.004540557336025969,Android,F,0,61081,1,1,5,0,0,0
48,0.004696998075811651,desktop,F,0,82657,1,3,0,0,1,0
28,0.004646463025645412,desktop,F,1,59110,1,1,4,0,1,0
53,0.005244274000482641,iPhone,M,0,80793,1,2,12,1,2,0
30,0.004435912369905532,desktop,F,1,64060,2,1,1,0,1,0
39,0.0037747811168701313,desktop,M,1,46583,1,3,7,1,1,0
45,0.006934962328190846,iPhone,F,1,64044,2,3,6,0,2,0
43,0.005102095478364615,Android,F,0,75220,2,1,0,0,0,0
41,0.005105037116039972,desktop,F,1,67255,1,3,6,0,1,0
22,0.006564029501010934,iPhone,F,0,60991,2,1,1,0,2,1
41,0.0050036499705387125,other,F,0,79136,2,1,12,0,4,0
57,0.004848890633190975,laptop,F,1,90516,2,2,15,0,3,0
45,0.004479723518338825,other,F,0,53821,2,1,3,0,4,0
19,0.004992752611204734,iPhone,M,0,29009,1,2,1,1,2,0
55,0.004040250360256395,other,M,0,87630,2,1,9,1,4,0
32,0.004770115519125455,desktop,F,1,57141,1,3,1,0,1,0
40,0.005284700229064071,desktop,F,1,59860,1,2,8,0,1,0
26,0.0038288552236186305,Android,M,1,33168,1,2,3,1,0,0
47,0.004964691130452194,laptop,F,1,64261,1,2,12,0,3,0
40,0.004528198063648747,desktop,F,1,42956,2,2,9,0,1,0
39,0.003735143027543616,Android,M,1,67059,1,3,1,1,0,0
